
19890225 11:23 341   OIN   25   70.8 DM99rt Oberlin, KS, USA
19901225 03:28 341   YFN   2000 1.2  DO67ki Cree Lake, SK, CAN
19891222 05:35 343   YGO   200  8    EO24sn GODS LAKE NARROWS, MB, CAN
20050306 03:22 343   YZH   282  9.9  DO25oh Slave Lake, AB, CAN
20070805 14:15 343   YZH   282  9.9  DO25oh Slave Lake, AB, CAN
20070806 17:28 343   YZH   282  9.9  DO25oh Slave Lake, AB, CAN
20050311 11:55 344   BKU   80   24.3 DN76ui 'Timber'  Baker, MT, USA
19881208 05:03 344   BKU   80   24.3 DN76ui 'Timber'  Baker, MT, USA
20070806 17:28 344   BKU   80   24.3 DN76ui 'Timber'  Baker, MT, USA
19910102 07:08 344   BKU   80   24.3 DN76ui 'Timber'  Baker, MT, USA
19901223 06:31 344   CQL   100  23.1 DM69kj CARBONDALE, CO, USA
19881208 05:04 344   CQL   100  23.1 DM69kj CARBONDALE, CO, USA
20050311 11:54 344   FCH   400  8.6  DM06br 'Chandler'  Fressno, CA, USA
20050318 12:52 344   FCH   400  8.6  DM06br 'Chandler'  Fressno, CA, USA
20070806 11:41 344   FCH   400  8.6  DM06br 'Chandler'  Fressno, CA, USA
20070808 11:31 344   FCH   400  8.6  DM06br 'Chandler'  Fressno, CA, USA
20070814 10:23 344   FCH   400  8.6  DM06br 'Chandler'  Fressno, CA, USA
19881208 05:19 344   GNC   25   93.2 DM82qq GAINES COUNTY, TX, USA
20050314 10:54 344   POY   0         DN54ou Powell, WY, USA
19901225 10:52 344   POY   0         DN54ou Powell, WY, USA
19881122 08:11 344   SIT   1000 4.1  CO26fu Sitka (Biorka Island), ALS
19890219 10:54 344   SIT   1000 4.1  CO26fu Sitka (Biorka Island), ALS
19911218 06:52 344   SIT   1000 4.1  CO26fu Sitka (Biorka Island), ALS
20050306 03:23 344   YC    0         DO31bb Calgary, AB, CAN
20070805 14:16 344   YC    0         DO31bb Calgary, AB, CAN
19890101 22:40 344   YC    0         DO31bb Calgary, AB, CAN
19881220 02:07 344   YC    0         DO31bb Calgary, AB, CAN
19901225 03:28 344   YC    0         DO31bb Calgary, AB, CAN
19881120 20:12 344   YOP   0         DO08ik RAINBOW LAKE, AB, CAN
19890101 22:40 344   YOP   0         DO08ik RAINBOW LAKE, AB, CAN
19901225 03:29 344   YOP   0         DO08ik RAINBOW LAKE, AB, CAN
20050312 13:17 346   N9    0         CO95ma 'Tumbler'  Tumbler Ridge, BC, CAN
20050306 03:25 346   YXL   1000 1.2  EO40bc Sioux Lookout, ON, CAN
20050316 05:44 346   YXL   1000 1.2  EO40bc Sioux Lookout, ON, CAN
20050403 12:12 347   AFK   0         EN20bo Nebraska City, NE, USA
19901225 10:54 347   AFK   0         EN20bo Nebraska City, NE, USA
20050311 11:59 347   LFA   45   75.1 CN91ex 'Merrill'  Klamath Lake, OR, USA
19890218 12:58 347   LFA   45   75.1 CN91ex 'Merrill'  Klamath Lake, OR, USA
20050306 03:26 347   PA    25   87   DO73cf Prince Albert, SK, CAN
20070805 14:17 347   PA    25   87   DO73cf Prince Albert, SK, CAN
19890101 22:45 347   PA    25   87   DO73cf Prince Albert, SK, CAN
19901225 03:30 347   PA    25   87   DO73cf Prince Albert, SK, CAN
20050305 12:01 347   SBX   25   100. DN48bm Shelby, MT, USA
20070803 20:24 347   SBX   25   100. DN48bm Shelby, MT, USA
19871115 05:13 347   SBX   25   100. DN48bm Shelby, MT, USA
20070805 01:31 347   SBX   25   100. DN48bm Shelby, MT, USA
20070806 17:45 347   SBX   25   100. DN48bm Shelby, MT, USA
19890101 22:48 347   SBX   25   100. DN48bm Shelby, MT, USA
19910105 23:50 347   SBX   25   100. DN48bm Shelby, MT, USA
19890217 12:46 347   UJ    100  33.6 DP38jl Lady Franklin Point , NT, CAN
20050403 12:18 347   YK    0         EN12iu 'Cagur'  Yankton, SD, USA
19910106 06:37 348   LDF   50   42.6 DN65pp Lame Deer, MT, USA
19881113 06:37 348   LDF   50   42.6 DN65pp Lame Deer, MT, USA
19910106 04:11 348   LDF   50   42.6 DN65pp Lame Deer, MT, USA
19991226 01:30 348   MNC   0         CN87kf 'Mason Co'  Shelton, WA, USA
20070804 11:38 348   MNC   0         CN87kf 'Mason Co'  Shelton, WA, USA
19881122 08:16 348   MNC   0         CN87kf 'Mason Co'  Shelton, WA, USA
20070806 11:22 348   MNC   0         CN87kf 'Mason Co'  Shelton, WA, USA
19901231 09:26 348   MNC   0         CN87kf 'Mason Co'  Shelton, WA, USA
19901231 09:28 348   MNC   0         CN87kf 'Mason Co'  Shelton, WA, USA
19901225 11:14 348   MNC   0         CN87kf 'Mason Co'  Shelton, WA, USA
20070819 10:37 348   MNC   0         CN87kf 'Mason Co'  Shelton, WA, USA
19991222 02:10 350   DNS   25   51.3 EN21hx Denison, IA, USA
20050329 11:06 350   DNS   25   51.3 EN21hx Denison, IA, USA
19881031 02:29 350   DNS   25   51.3 EN21hx Denison, IA, USA
19900112 08:22 350   DNS   25   51.3 EN21hx Denison, IA, USA
19901201 08:23 350   HBC   0         DN98fs Mohall, ND, USA
19881113 06:34 350   HBC   0         DN98fs Mohall, ND, USA
19900108 08:31 350   HBC   0         DN98fs Mohall, ND, USA
19881105 01:05 350   J5    200  14.3 DO27ld Loon River, AB, CAN
19890101 22:53 350   J5    200  14.3 DO27ld Loon River, AB, CAN
20050403 12:02 350   ME    400  1.7  EN51xx 'Deana'  Chicago, IL, USA
20050312 14:08 350   N4    0         DO92jc Swan River, MB, CAN
20050326 13:01 350   N4    0         DO92jc Swan River, MB, CAN
19891012 11:16 350   N4    0         DO92jc Swan River, MB, CAN
20050306 03:27 350   NY    500  6    DO00mp Enderby, BC, CAN
20050325 19:25 350   NY    500  6    DO00mp Enderby, BC, CAN
20070805 14:20 350   NY    500  6    DO00mp Enderby, BC, CAN
19901225 03:30 350   NY    500  6    DO00mp Enderby, BC, CAN
19900110 06:15 350   RB    3000 1.2  EQ24mr Resolute Bay, NU, CAN
20050305 12:11 350   RG    0         EM15eh 'Gally'  Oklahoma City, OK, USA
19901225 10:55 350   RG    0         EM15eh 'Gally'  Oklahoma City, OK, USA
20050305 12:11 350   SWU   0         DN33wk 'Sweden'  Idaho Falls, ID, USA
20050326 05:25 350   SWU   0         DN33wk 'Sweden'  Idaho Falls, ID, USA
19901225 11:13 350   SWU   0         DN33wk 'Sweden'  Idaho Falls, ID, USA
20070816 11:41 350   SWU   0         DN33wk 'Sweden'  Idaho Falls, ID, USA
19900112 08:22 350   SWU   0         DN33wk 'Sweden'  Idaho Falls, ID, USA
19891012 11:19 351   NO    50   66.5 DM09cm RENO, NV, USA
19911209 08:36 351   NO    50   66.5 DM09cm RENO, NV, USA
20050326 02:41 351   YKQ   500  1.7  FO01pl Waskaganish, QC, CAN
19891115 02:25 351   YKQ   500  1.7  FO01pl Waskaganish, QC, CAN
19911209 08:33 351   YKQ   500  1.7  FO01pl Waskaganish, QC, CAN
20050320 12:45 352   B2    0         DO07ci Hamburg, AB, CAN
20050326 12:59 352   B2    0         DO07ci Hamburg, AB, CAN
19890102 19:40 352   B2    0         DO07ci Hamburg, AB, CAN
19881008 13:46 352   Q4    50   47.5 DO52jl Unity, SK, CAN
19890102 19:30 352   Q4    50   47.5 DO52jl Unity, SK, CAN
20050306 03:28 353   5F    0         DO14oj Fox Creek, AB, CAN
20050325 19:27 353   5F    0         DO14oj Fox Creek, AB, CAN
20070803 22:47 353   5F    0         DO14oj Fox Creek, AB, CAN
20070805 14:21 353   5F    0         DO14oj Fox Creek, AB, CAN
19910106 01:42 353   5F    0         DO14oj Fox Creek, AB, CAN
19901225 03:32 353   5F    0         DO14oj Fox Creek, AB, CAN
20050306 12:54 353   CY    0         DN71pd 'Horse'  Cheyenne, WY, USA
19911216 07:28 353   CY    0         DN71pd 'Horse'  Cheyenne, WY, USA
20000813 04:20 353   DWL   25   67.7 DN90xu WILLOW, NE, USA
20050302 12:32 353   ICL   25   51.8 EN20lr Clarinda, IA, USA
20070817 10:02 353   IN    100  11.7 EN38il 'Raize'  International Falls, MN, USA
20070818 09:51 353   IN    100  11.7 EN38il 'Raize'  International Falls, MN, USA
20070819 10:07 353   IN    100  11.7 EN38il 'Raize'  International Falls, MN, USA
20070826 05:09 353   IN    100  11.7 EN38il 'Raize'  International Falls, MN, USA
19890825 02:10 353   K4    200  13.7 DO37ne Legend Lake, AB, CAN
19901225 03:31 353   K4    200  13.7 DO37ne Legend Lake, AB, CAN
20050301 13:06 353   LLD   0         BL10ms Lanai, HWA
20050318 13:02 353   LLD   0         BL10ms Lanai, HWA
20050320 12:30 353   LLD   0         BL10ms Lanai, HWA
20050326 12:02 353   LLD   0         BL10ms Lanai, HWA
19991222 01:40 353   LWT   200  11.3 DN57tb Lewistown, MT, USA
20050325 19:22 353   LWT   200  11.3 DN57tb Lewistown, MT, USA
20070803 20:26 353   LWT   200  11.3 DN57tb Lewistown, MT, USA
19870825 05:37 353   LWT   200  11.3 DN57tb Lewistown, MT, USA
20070805 02:25 353   LWT   200  11.3 DN57tb Lewistown, MT, USA
20070806 19:28 353   LWT   200  11.3 DN57tb Lewistown, MT, USA
19890102 19:20 353   LWT   200  11.3 DN57tb Lewistown, MT, USA
19910106 03:52 353   LWT   200  11.3 DN57tb Lewistown, MT, USA
20050312 14:06 353   PG    0         EN09vu Portage, MB, CAN
20050325 21:43 353   PG    0         EN09vu Portage, MB, CAN
20070812 12:10 353   PG    0         EN09vu Portage, MB, CAN
20070819 10:12 353   PG    0         EN09vu Portage, MB, CAN
20050305 12:24 353   RNT   25   131. CN87vl Renton, WA, USA
20050327 12:37 353   RNT   25   131. CN87vl Renton, WA, USA
19891019 02:20 353   RNT   25   131. CN87vl Renton, WA, USA
20070808 11:35 353   RNT   25   131. CN87vl Renton, WA, USA
20070819 10:08 353   RNT   25   131. CN87vl Renton, WA, USA
19991225 02:32 353   ZES   500  7.4  CO50qs Cape Scott, BC, CAN
20050326 02:48 355   YWP   100  11.7 EO62hx Webequie, ON, CAN
19891014 10:36 356   FR    25   138. CN82nj Medford, OR, USA
20050327 11:58 356   HI    0         CN85lp 'Abate'  Portland, OR, USA
20050403 11:43 356   LLU   0         EM27ul 'Spring River'  Lamar, MO, USA
20050327 12:04 356   MEF   0         CN82nj Medford, OR, USA
20070811 11:54 356   MEF   0         CN82nj Medford, OR, USA
20050304 12:14 356   ODX   25   63.2 EN01mo Ord, NE, USA
20050329 10:37 356   ODX   25   63.2 EN01mo Ord, NE, USA
19910102 07:02 356   ODX   25   63.2 EN01mo Ord, NE, USA
20070814 11:03 356   ODX   25   63.2 EN01mo Ord, NE, USA
19901226 07:30 356   ODX   25   63.2 EN01mo Ord, NE, USA
19891012 11:24 356   OPZ   0         CN88ml LOPEZ ISLAND, WA, USA
19901231 09:07 356   OPZ   0         CN88ml LOPEZ ISLAND, WA, USA
20050327 11:54 356   PTT   25   68.8 EM07pr Pratt, KS, USA
20050403 11:45 356   PTT   25   68.8 EM07pr Pratt, KS, USA
19900108 08:18 356   PTT   25   68.8 EM07pr Pratt, KS, USA
19880827 03:15 356   RN    50   53.5 DO33hv Barchane, AB, CAN
19890102 19:40 356   RN    50   53.5 DO33hv Barchane, AB, CAN
19901225 03:33 356   RN    50   53.5 DO33hv Barchane, AB, CAN
19991223 03:06 356   SKI   0         EN22mj Sac City, IA, USA
20050329 10:36 356   SKI   0         EN22mj Sac City, IA, USA
19900112 08:11 356   SKI   0         EN22mj Sac City, IA, USA
19901226 07:33 356   SKI   0         EN22mj Sac City, IA, USA
19890825 02:15 356   T     0         DO62rd Saskatoon, SK, CAN
19901225 05:20 356   T     0         DO62rd Saskatoon, SK, CAN
20050306 03:30 356   ZF    1000 3    DP22sj Yellowknife, NT, CAN
20050325 23:29 356   ZF    1000 3    DP22sj Yellowknife, NT, CAN
19881027 01:55 356   ZF    1000 3    DP22sj Yellowknife, NT, CAN
19881213 02:34 356   ZF    1000 3    DP22sj Yellowknife, NT, CAN
20050306 03:30 356   ZXE   39   56.1 DO62rd Barnes  (Saskatoon), SK, CAN
20050325 19:29 356   ZXE   39   56.1 DO62rd Barnes  (Saskatoon), SK, CAN
20070803 22:46 356   ZXE   39   56.1 DO62rd Barnes  (Saskatoon), SK, CAN
20070805 14:22 356   ZXE   39   56.1 DO62rd Barnes  (Saskatoon), SK, CAN
19880827 03:18 357   HS    100  26.1 DO31mb Standard, AB, CAN
19991222 08:15 359   BO    400  7.3  DN13uo 'Ustik'  Boise, ID, USA
20050326 03:48 359   BO    400  7.3  DN13uo 'Ustik'  Boise, ID, USA
20070808 11:35 359   BO    400  7.3  DN13uo 'Ustik'  Boise, ID, USA
20050329 10:27 359   GGF   0         DN90du Grant, NE, USA
20050312 14:26 359   SDY   100  19.4 DN77vr Sidney, MT, USA
20050325 19:49 359   SDY   100  19.4 DN77vr Sidney, MT, USA
20070803 20:44 359   SDY   100  19.4 DN77vr Sidney, MT, USA
19880809 09:52 359   SDY   100  19.4 DN77vr Sidney, MT, USA
20070806 17:47 359   SDY   100  19.4 DN77vr Sidney, MT, USA
20050326 12:38 359   YAZ   0         CN79db Tofino, BC, CAN
20050306 03:31 359   YQZ   0         CO82sx Quesnel, BC, CAN
20050325 19:32 359   YQZ   0         CO82sx Quesnel, BC, CAN
19890204 07:16 359   YQZ   0         CO82sx Quesnel, BC, CAN
20050304 12:05 360   SW    0         EN28ju 'Roadd'  Warroad, MN, USA
20050312 13:19 361   E3    0         DO35cx Wabasca, AB, CAN
20050325 19:33 361   E3    0         DO35cx Wabasca, AB, CAN
20070805 14:22 361   E3    0         DO35cx Wabasca, AB, CAN
19910106 01:40 361   E3    0         DO35cx Wabasca, AB, CAN
19901225 05:17 361   E3    0         DO35cx Wabasca, AB, CAN
19881213 02:12 361   HI    0         DQ10cs Holman, NT, CAN
20050327 04:45 361   HI    0         DQ10cs Holman, NT, CAN
19890115 13:16 361   HI    0         DQ10cs Holman, NT, CAN
20050306 03:34 362   6T    41   60.6 DN49gl Foremost, AB, CAN
20050325 21:37 362   6T    41   60.6 DN49gl Foremost, AB, CAN
20070803 22:43 362   6T    41   60.6 DN49gl Foremost, AB, CAN
20070805 14:23 362   6T    41   60.6 DN49gl Foremost, AB, CAN
19901225 03:40 362   6T    41   60.6 DN49gl Foremost, AB, CAN
20050327 12:22 362   BF    0         CN87tp 'Nolla'  Seattle, WA, USA
20050403 13:11 362   BL    0         EM58cl Belleville, IL, USA
19891114 02:13 362   C7    250  3.5  EN69ms Geraldton, ON, CAN
20050304 12:01 362   CYW   25   60.6 EM19kj Clay Center, KS, USA
20050329 11:33 362   CYW   25   60.6 EM19kj Clay Center, KS, USA
20050403 11:31 362   CYW   25   60.6 EM19kj Clay Center, KS, USA
20010915 10:40 362   CYW   25   60.6 EM19kj Clay Center, KS, USA
19891014 10:54 362   EZB   400  9    CM87vs Oakland (East Bay), CA, USA
20050403 11:25 362   HBK   1000 4.7  BP60wj Hinchinbrook, ALS
19890225 13:12 362   HBK   1000 4.7  BP60wj Hinchinbrook, ALS
19910102 08:08 362   RPX   0         DN56rl Round Up, MT, USA
19880809 11:04 362   RPX   0         DN56rl Round Up, MT, USA
20070806 17:51 362   RPX   0         DN56rl Round Up, MT, USA
19910106 04:36 362   RPX   0         DN56rl Round Up, MT, USA
19910102 08:08 362   RPX   0         DN56rl Round Up, MT, USA
19900110 06:08 362   ZS    3000 0.8  EP84id Coral Harbour, NU, CAN
19890115 13:18 362   ZS    3000 0.8  EP84id Coral Harbour, NU, CAN
19881213 01:23 362   ZS    3000 0.8  EP84id Coral Harbour, NU, CAN
19890825 02:21 363   D3    0         DO32eq Ponoka, AB, CAN
19890102 20:42 363   D3    0         DO32eq Ponoka, AB, CAN
19901225 03:41 363   D3    0         DO32eq Ponoka, AB, CAN
20050306 13:00 363   IOM   25   114. DN14wt Mc Call, ID, USA
20070826 05:21 363   IOM   25   114. DN14wt Mc Call, ID, USA
20050312 13:23 363   T6    0         CO80oh Pemberton, BC, CAN
20050326 12:25 363   T6    0         CO80oh Pemberton, BC, CAN
20050316 12:38 364   4D    0         CO99ok Helmet, BC, CAN
19991229 06:28 364   FQ    0         EN23tp Fairmont, MN, USA
20050304 11:58 364   MHA   25   33.5 EN56bc 'Manitowish'  Manitowish Water, WI, USA
20050304 11:49 365   AA    100  13.8 EN17oa 'Kenie'  Fargo, ND, USA
20050326 02:33 365   AA    100  13.8 EN17oa 'Kenie'  Fargo, ND, USA
19880930 04:35 365   AA    100  13.8 EN17oa 'Kenie'  Fargo, ND, USA
19910106 04:37 365   AA    100  13.8 EN17oa 'Kenie'  Fargo, ND, USA
20070826 05:26 365   AA    100  13.8 EN17oa 'Kenie'  Fargo, ND, USA
20050304 11:51 365   ADT   0         DM99lu Atwood, KS, USA
20050329 03:04 365   ADT   0         DM99lu Atwood, KS, USA
19910106 04:41 365   ADT   0         DM99lu Atwood, KS, USA
19891009 11:34 365   ADT   0         DM99lu Atwood, KS, USA
19991224 04:56 365   FT    25   77.6 EM12hv 'Mufin'  Fort Worth, TX, USA
20050304 11:56 365   HQG   25   78.4 DM97hd Hugoton, KS, USA
20050327 11:22 365   HQG   25   78.4 DM97hd Hugoton, KS, USA
19910106 04:38 365   HQG   25   78.4 DM97hd Hugoton, KS, USA
20050312 13:24 365   MA    500  8.2  CP23bp Mayo, YK, CAN
19881008 03:49 365   MA    500  8.2  CP23bp Mayo, YK, CAN
19891220 06:17 365   MA    500  8.2  CP23bp Mayo, YK, CAN
19891008 12:40 365   SFF   25   116. DN17iq 'Felts'  Spokane, WA, USA
19911227 06:15 365   SFF   25   116. DN17iq 'Felts'  Spokane, WA, USA
20050304 11:53 365   SHH   0         AP66xg Shishmaref, ALS
19900110 04:13 365   YGZ   100  36.4 EQ86nk Grise Fiord, NU, CAN
19901225 03:41 366   5Z    0         DO41si Oyen, AB, CAN
19890102 20:43 366   5Z    0         DO41si Oyen, AB, CAN
19900109 13:08 366   PLV   0         CN85og Aurora, OR, USA
19910106 04:44 366   PLV   0         CN85og Aurora, OR, USA
19911210 06:22 366   PLV   0         CN85og Aurora, OR, USA
19891009 13:08 366   PLV   0         CN85og Aurora, OR, USA
19951109 07:10 367   HA    0         BH91mw Hao Atoll  (Tuamotu), TUA
19901226 07:45 367   HA    0         BH91mw Hao Atoll  (Tuamotu), TUA
20050318 13:08 367   MO    25   139. CM97nn 'Wowar'  Modesto, CA, USA
20050327 12:35 367   MO    25   139. CM97nn 'Wowar'  Modesto, CA, USA
20050305 12:44 368   SIR   100  22.3 DN61kt Sinclair, WY, USA
20050326 02:35 368   SIR   100  22.3 DN61kt Sinclair, WY, USA
19911210 06:20 368   SIR   100  22.3 DN61kt Sinclair, WY, USA
20050305 12:36 368   SOY   0         EN13vd Sioux Center, IA, USA
20050326 05:21 368   SOY   0         EN13vd Sioux Center, IA, USA
20070826 11:00 368   SOY   0         EN13vd Sioux Center, IA, USA
19991225 02:42 368   SX    500  5.6  DN29cw Skookum  (Cranbrook), BC, CAN
20050325 19:44 368   SX    500  5.6  DN29cw Skookum  (Cranbrook), BC, CAN
20070805 14:24 368   SX    500  5.6  DN29cw Skookum  (Cranbrook), BC, CAN
19890102 21:16 368   SX    500  5.6  DN29cw Skookum  (Cranbrook), BC, CAN
19901225 18:31 368   SX    500  5.6  DN29cw Skookum  (Cranbrook), BC, CAN
19901223 08:55 368   V     100  33.4 CN89je Vancouver (International), BC, CAN
20050306 03:36 368   VX    80   25.6 DO71ru Dafoe, SK, CAN
20050325 21:28 368   VX    80   25.6 DO71ru Dafoe, SK, CAN
20070803 21:41 368   VX    80   25.6 DO71ru Dafoe, SK, CAN
19890204 05:08 368   VX    80   25.6 DO71ru Dafoe, SK, CAN
20070805 14:24 368   VX    80   25.6 DO71ru Dafoe, SK, CAN
20050306 03:38 368   YJF   0         CP80gf Fort Liard, NT, CAN
19901225 03:41 368   YZH   500  5.6  DO25oh Slave Lake, AB, CAN
19890102 21:12 368   YZH   500  5.6  DO25oh Slave Lake, AB, CAN
19991225 02:40 368   ZP    0         CO43ce Sandspit, BC, CAN
20050326 13:14 368   ZP    0         CO43ce Sandspit, BC, CAN
19890113 03:58 368   ZP    0         CO43ce Sandspit, BC, CAN
20050316 12:43 368   ZVR   20   166. CN89je Sea Island  (Vancouver), BC, CAN
20050326 12:22 368   ZVR   20   166. CN89je Sea Island  (Vancouver), BC, CAN
19900515 07:27 370   YBV   50   31.9 EO12li Berens River, MB, CAN
19901201 07:39 371   ACQ   0         EN34fb Waseca, MN, USA
19910106 05:02 371   ACQ   0         EN34fb Waseca, MN, USA
19900108 08:05 371   E1    50   63.8 CO98ua Beaverskin, BC, CAN
19881220 02:46 371   GT    0         DN47hi 'Truly'- Great Falls, MT, USA
19890102 21:19 371   GT    0         DN47hi 'Truly'- Great Falls, MT, USA
20050306 03:40 371   GW    500  2.6  FO15cg 'Jarpik'  Kuujjuarapik, QC, CAN
19881008 03:36 371   GW    500  2.6  FO15cg 'Jarpik'  Kuujjuarapik, QC, CAN
19881121 03:05 371   GW    500  2.6  FO15cg 'Jarpik'  Kuujjuarapik, QC, CAN
19881112 03:12 371   GW    500  2.6  FO15cg 'Jarpik'  Kuujjuarapik, QC, CAN
20050306 13:31 371   ITU   100  24.8 DN47hi 'Truly'  Great Falls, MT, USA
19890113 04:04 371   ITU   100  24.8 DN47hi 'Truly'  Great Falls, MT, USA
19881028 02:01 371   ITU   100  24.8 DN47hi 'Truly'  Great Falls, MT, USA
20070806 16:29 371   ITU   100  24.8 DN47hi 'Truly'  Great Falls, MT, USA
19901225 18:35 371   ITU   100  24.8 DN47hi 'Truly'  Great Falls, MT, USA
19900108 08:06 371   MD    0         EN27nk BUNAN, MN, USA
19881208 05:49 371   MKA   50   30.6 EN04mm Miller (Municipal), SD, USA
19901226 07:50 371   MKA   50   30.6 EN04mm Miller (Municipal), SD, USA
19901201 07:36 371   MLE   0         EN11we 'Millard'  Omaha, NE, USA
19900108 08:07 371   TS    400  3.3  EM54aw Memphis (Elvis Intl), TN, USA
20050305 12:40 371   TVY   25   107. DN30to Tooele, UT, USA
20050402 11:11 371   TVY   25   107. DN30to Tooele, UT, USA
19881031 02:28 371   TVY   25   107. DN30to Tooele, UT, USA
19901225 11:19 371   TVY   25   107. DN30to Tooele, UT, USA
20070814 09:59 371   TVY   25   107. DN30to Tooele, UT, USA
19910106 05:09 371   XED   25   68   EM16ct Medford (Municipal), OK, USA
20050305 12:50 371   YK    0         CN96tm 'Donny'  Yakima, WA, USA
19880902 10:40 371   YK    0         CN96tm 'Donny'  Yakima, WA, USA
20070826 05:30 371   YK    0         CN96tm 'Donny'  Yakima, WA, USA
19891008 12:42 371   YK    0         CN96tm 'Donny'  Yakima, WA, USA
19901225 04:20 372   A     50   43.2 DO73ff Prince Albert, SK, CAN
20050401 12:46 372   FPN   25   157  CO36ot Fredericks Point, ALS
19901225 11:21 372   FPN   25   157  CO36ot Fredericks Point, ALS
20050323 12:07 372   YCO   1000 3.4  DP27kt 'Coppermine'  Kugluktuk, NU, CAN
19880930 04:43 372   YCO   1000 3.4  DP27kt 'Coppermine'  Kugluktuk, NU, CAN
20050320 13:33 372   ZPA   25   86.3 DO73ff Glass  (Prince Albert), SK, CAN
20070805 14:25 372   ZPA   25   86.3 DO73ff Glass  (Prince Albert), SK, CAN
20050306 03:42 373   2P    200  14.4 DO14qc Fox Creek  (Chevron), AB, CAN
19881218 19:09 373   2P    200  14.4 DO14qc Fox Creek  (Chevron), AB, CAN
19890102 21:30 373   2P    200  14.4 DO14qc Fox Creek  (Chevron), AB, CAN
19901225 03:41 373   2P    200  14.4 DO14qc Fox Creek  (Chevron), AB, CAN
19991225 02:34 373   EP    100  35.7 CN69rj Estevan Point, BC, CAN
19901220 06:51 373   MF    25   138. CN82nk 'Pumie'  Medford, OR, USA
20050305 12:52 373   TF    0         DM78tg 'Aruba'  Pueblo, CO, USA
20050315 11:36 373   TF    0         DM78tg 'Aruba'  Pueblo, CO, USA
19910102 08:00 373   TF    0         DM78tg 'Aruba'  Pueblo, CO, USA
20070825 11:46 373   TF    0         DM78tg 'Aruba'  Pueblo, CO, USA
19951109 07:11 373   TF    0         DM78tg 'Aruba'  Pueblo, CO, USA
19901226 07:55 373   TF    0         DM78tg 'Aruba'  Pueblo, CO, USA
20050323 12:09 374   EX    0         DN09hw Rutland  (Kelowna), BC, CAN
20050306 13:35 374   LV    50   71.1 CM97dq 'Reiga'  Livermore, CA, USA
19900108 07:57 374   LW    200  14.5 DN16ni Lewistown (Manno), ID, USA
19901101 06:41 374   SA    0         FN93xw Sable Island, NS, CAN
20050306 03:43 375   8H    50   51   DO43hx Saint Paul, AB, CAN
20070803 21:39 375   8H    50   51   DO43hx Saint Paul, AB, CAN
20070805 15:05 375   8H    50   51   DO43hx Saint Paul, AB, CAN
19901225 03:42 375   8H    50   51   DO43hx Saint Paul, AB, CAN
20050306 13:40 375   BD    0         DO70gh Baildon  (Moose Jaw), SK, CAN
19901225 11:23 375   BD    0         DO70gh Baildon  (Moose Jaw), SK, CAN
19901225 11:23 375   BD    0         DO70gh Baildon  (Moose Jaw), SK, CAN
19880902 10:44 375   BM    25   60.2 EO10id Balmoral, MB, CAN
19900108 07:15 375   CCY   25   41.5 EN33qb Charles City, IA, USA
19910106 06:12 375   CP    0         DN62rv JOHNO, WY, USA
20010916 11:25 375   CP    0         DN62rv JOHNO, WY, USA
20010916 11:23 375   DW    20   79.7 EM26bh 'Owaso'  Tulsa, OK, USA
19891112 03:19 375   FS    280  12   CP91is Fort Simpson, NT, CAN
20050327 04:00 375   FS    280  12   CP91is Fort Simpson, NT, CAN
19881004 09:37 375   FS    280  12   CP91is Fort Simpson, NT, CAN
19881121 03:09 375   FS    280  12   CP91is Fort Simpson, NT, CAN
19900717 10:20 375   HPL   0         DM58rf 'Hopkins'  Nucla, CO, USA
19991223 08:07 375   YMJ   0         DO70gh Moose Jaw, SK, CAN
19891009 17:03 375   YMJ   0         DO70gh Moose Jaw, SK, CAN
19881027 02:13 376   BI    20   158. CO96qg Fort St. John, BC, CAN
19890825 02:45 376   K2    1    2690 DO21wr Olds-Didsbury, AB, CAN
20070806 11:16 376   K2    1    2690 DO21wr Olds-Didsbury, AB, CAN
19881218 19:00 376   K2    1    2690 DO21wr Olds-Didsbury, AB, CAN
19901225 18:40 376   K2    1    2690 DO21wr Olds-Didsbury, AB, CAN
20050323 11:54 376   YAG   40   29.8 EN38fq Fort Frances, ON, CAN
19880902 10:47 376   YAG   40   29.8 EN38fq Fort Frances, ON, CAN
19901221 01:13 376   YAG   40   29.8 EN38fq Fort Frances, ON, CAN
19900108 07:15 377   CWI   0         EN41ut Clinton, IA, USA
19880503 03:58 377   EHA   25   80.3 DM97ba ELKHART, KS, USA
20050316 12:50 378   AP    25   133. CN88iu Active Pass  (Mayne Island), BC, CAN
20050323 11:51 378   AP    25   133. CN88iu Active Pass  (Mayne Island), BC, CAN
20050306 13:42 378   OT    0         CN73uj 'Emire'  North Bend, OR, USA
20050312 13:30 378   ZFA   0         CP32hf Faro, YK, CAN
19891220 06:20 378   ZFA   0         CP32hf Faro, YK, CAN
19900108 07:52 379   DL    0         EN36tu Duluth, MN, USA
19890825 02:46 379   G     0         DO33gj Edmonton, AB, CAN
19890102 21:40 379   G     0         DO33gj Edmonton, AB, CAN
19901225 03:42 379   G     0         DO33gj Edmonton, AB, CAN
19901201 07:24 379   GKQ   400  1.4  FN20vq 'Linden'- Newark, NJ, USA
19891015 03:11 379   YBE   500  5.2  DO59rn URANIUM CITY, SK, CAN
19901225 04:09 379   YBE   500  5.2  DO59rn URANIUM CITY, SK, CAN
20050306 03:45 379   ZEG   50   53.4 DO33gj Nisku  (Edmonton Intl), AB, CAN
