LON,SVB,,LONGYEAR,350,MH,,,N78145904,E015240436,10,200204,?,?,?
NYA,SVB,,NY ALESUND,414,MH,,,N78555666,E011512301,U,200205,?,?,?
NSV,SVB,,SVEA,371,MH,,,N77524210,E016394540,U,200204,?,?,?
MS,SWZ,,MATSAPHA,262.5,H,,100,S26303794,E031200491,U,200205,?,?,?
LB,SWE,,ANGELHOLM,370.5,,,,N56204800,E012460600,,200303,,400,0
AH,SWE,,Angelholm,417,,,,N00000000,W000000000,,200304,3,400,0
CG,SWE,,ARLANDA,352,MH,,25,N59322020,E017551540,U,200304,?,?,?
DL,SWE,,ARLANDA,360,MH,,25,N59423080,E017585060,U,200304,?,?,?
OHT,SWE,,ARLANDA,370,H,,25,N59342620,E017532510,U,200204,?,?,?
LA,SWE,,ARLANDA,404,H,,15,N59434630,E017564820,U,200204,?,?,?
BCS,SWE,,BACCHUS,416,MH,,25,N62341340,E017024280,U,200007,?,?,?
BG,SWE,,BERGA,407,MH,,25,N59041760,E018123630,U,200205,?,?,?
OU,SWE,,BROMMA,322,MH,,25,N59185900,E018024800,U,200304,?,400,0
NB,SWE,,BROMMA,394,MH,,25,N59240310,E017485000,U,200204,?,?,?
COR,SWE,,CORNER,388,HH,,25,N59154100,E017290200,U,200304,6,400,0
ERK,SWE,,ERKEN,383,MH,,25,N59534640,E018201280,U,200007,?,?,?
NN,SWE,,Eskilstuna,362,,,,N00000000,W000000000,,200304,,400,0
OG,SWE,,GALLIVARE,325,HH,,15,N67061400,E020570700,979,200304,?,400,0
OG,SWE,,GAVLE SANDVIKEN,326,HH,,25,N60394920,E016571470,979,200205,?,?,?
OS,SWE,,Göteborg,360,,,,N00000000,W000000000,,200304,,400,0
AV,SWE,,Gotenborg (Göteborg),405,,,,N00000000,W000000000,,200304,1,400,0
LT,SWE,,Halmstad,336,,,,N00000000,W000000000,,200304,,400,0
MF,SWE,,Halmstad,421,,,,N00000000,W000000000,,200304,3,400,0
LN,SWE,,Hultsfred,376,,,,N00000000,W000000000,,200304,,400,1
OA,SWE,,Jönköbing,338,,,,N00000000,W000000000,,200304,,400,0
OJ,SWE,,Jönköping,403,,,,N00000000,W000000000,,200304,,400,0
KBG,SWE,,KARLSBORG,312,MH,,50,N58285900,E014225000,308,200304,?,-400,0
SKS,SWE,,Karlstad,330,,,,N00000000,W000000000,,200304,,400,0
OP,SWE,,KIRUNA,360,MH,,40,N67531490,E020270990,1507,200204,?,?,?
KD,SWE,,Kristiansstad,375,,,,N00000000,W000000000,,200304,,400,0
OEM,SWE,,KRISTIANSTAD,363,HH,,30,N55592220,E014060980,U,200204,?,?,?
KN,SWE,,Kungsängen,377,,,,N58351400,E016800200,,200302,4 seconds,-400,0
NL,SWE,,Landwetter,369,,,,N00000000,W000000000,,200304,,400,0
LNA,SWE,,LENA,330,MH,,25,N59322030,E017213000,U,200007,?,?,?
SC,SWE,,Linköping,300,,,,N00000000,W000000000,,200304,,400,0
LUE,SWE,,LUNDE,427,HH,,25,N62524860,E017493620,U,200204,?,?,?
NM,SWE,,N MORA,403,MH,,,N61015240,E014273780,U,200204,?,?,?
NAK,SWE,,NACKA,335,MH,,25,N59174100,E018104290,173,200204,?,?,?
RB,SWE,,OREBRO,375,HH,,30,N59080230,E015001080,U,200301,?,?,?
EN,SWE,,OREBRO,400,HH,,30,N59172770,E015035440,U,200204,?,?,?
LP,SWE,,RONNEBY,318,MH,,25,N56202300,E015170900,U,200304,?,400,0
LF,SWE,,RONNEBY,380,MH,,25,N56114240,E015144980,U,200204,?,?,?
SG,SWE,,Satenäs,409,,,,N00000000,W000000000,,200304,,400,0
LG,SWE,,Såtenäs,309,,,,N00000000,W000000000,,200304,,400,0
OZ,SWE,,SKALLEN,337,H,,45,N61133780,E017104680,U,200211,?,?,?
NS,SWE,,Skövde,384,,,,N00000000,W000000000,,200304,,400,0
NS,SWE,,STURUP,351,MH,,15,N55364100,E013213800,U,200304,?,400,0
SS,SWE,,STURUP,420,MH,,15,N55273650,E013233160,U,200007,?,?,?
OS,SWE,,Sundsvall,378,,,,N00000000,W000000000,,200304,,400,0
OY,SWE,,SVEG,368,MH,,30,N62024350,E014193400,1176,200204,?,?,?
PG,SWE,,Trollhatan / Vanersborg,325,,,,N00000000,W000000000,,200304,,400,0
FM,SWE,,Trollhättan,399,,,,N00000000,W000000000,,200304,,400,0
TRU,SWE,,TRUNDON,421,MH,,15,N65231420,E021461290,U,200007,?,?,?
UP,SWE,,UPPSALA,366,MH,,20,N59585000,E017420000,U,200205,?,?,?
VNA,SWE,,VANJA,364,MH,,30,N63495760,E019505270,U,200007,?,?,?
VX,SWE,,VAXJO,329,MH,,30,N56512610,E014415150,U,200207,?,?,?
JX,SWE,,VAXJO,349,MH,,30,N56594600,E014452660,U,200207,?,?,?
NV,SWE,,VILHELMINA,406,HH,,40,N64333640,E017015620,U,200204,?,?,?
OV,SWE,,VISBY,351,,,,N57435400,E018235400,,200303,,400,0
BER,SUI,,BERN,335,MH,,25,N46535682,E007303774,1690,200205,?,?,?
GLA,SUI,,GLAND,320,MH,,25,N46243132,E006143922,1350,200205,?,?,?
GRE,SUI,,GRENCHEN,326,MH,25,,N47110016,E007245257,1411,200301,?,?,?
LPS,SUI,,LES EPLATURES,403,MH,,25,N47050039,E006473570,U,200204,?,?,?
MUR,SUI,,MURI,312,H,,15,N46564608,E007280074,1837,200205,?,?,?
SHU,SUI,,SCHUPBERG,356.5,H,,25,N47011840,E007233097,2215,200205,?,?,?
ABD,SYR,,ABYAD,264,HH,,,N33200703,E036254148,U,200204,?,?,?
ALE,SYR,,ALEPPO,396,HH,,,N36110959,E037132387,1276,200204,?,?,?
BAN,SYR,,BANIAS,304,HH,,,N35134183,E035572850,U,200204,?,?,?
DAM,SYR,,DAMASCUS,337,HH,,,N33291130,E036360096,U,200205,?,?,?
DRZ,SYR,,DEIR ZZOR,295,HH,,,N35172116,E040111471,700,200204,?,?,?
HAS,SYR,,HASSAKEH,363,HH,,,N36293621,E040445977,U,200110,?,?,?
KML,SYR,,KAMISHLY,312.5,HH,,,N37015018,E041121872,U,200205,?,?,?
KTN,SYR,,KARIATAIN,372.5,HH,,,N34140000,E037140000,U,200205,?,?,?
MEZ,SYR,,MEZZE,358,MH,,,N33290000,E036140000,U,200205,?,?,?
DAL,SYR,,OTAEBE,342,MH,,,N33291518,E036360619,2020,200110,?,?,?
PLR,SYR,,PALMYRA,363,HH,,,N34331987,E038160000,U,200204,?,?,?
LTK,SYR,,STAMO,414,HH,,,N35284901,E035563211,U,200205,?,?,?

